"URL","TYPE_PAGE","HUB","DISPLAY_NAME","CURRENT_SPECIES_COUNT","HERO_MEDIA","PHOTO_SOURCE","PHOTO_RIGHTS_STATUS","BOTANICAL_SCOPE","HUB_MEDIA_STATUS","PRIORITY"
"https://jungle.tibaldo.fr/plantes/epipremnum","HUB_GENRE_OR_GROUP","epipremnum","Epipremnum","1","/epipremnum-aureum-pothos.jpg","https://commons.wikimedia.org/wiki/File:Epipremnum_aureum_(Golden_pothos).jpg","RIGHTS_VERIFIED","REPRESENTATIVE_SPECIES_NOT_COMPLETE_GROUP","HUB_PHOTO_OK","P3_ENRICH_LATER"
"https://jungle.tibaldo.fr/plantes/asparagus","HUB_GENRE_OR_GROUP","asparagus","Asparagus","1","HONEST_MEDIA_GAP","","NO_MEDIA","NO_MEDIA","HUB_PHOTO_MISSING","P2_PHOTO_REQUIRED"
"https://jungle.tibaldo.fr/plantes/epiphyllum","HUB_GENRE_OR_GROUP","epiphyllum","Epiphyllum","1","HONEST_MEDIA_GAP","","NO_MEDIA","NO_MEDIA","HUB_PHOTO_MISSING","P2_PHOTO_REQUIRED"
"https://jungle.tibaldo.fr/plantes/colocasia","HUB_GENRE_OR_GROUP","colocasia","Colocasia","1","/colocasia-esculenta-feuille.jpg","https://commons.wikimedia.org/wiki/File:Starr-090519-8057-Colocasia_esculenta-leaves-Native_Nursery_Kula-Maui_(24325097844).jpg","RIGHTS_VERIFIED","REPRESENTATIVE_SPECIES_NOT_COMPLETE_GROUP","HUB_PHOTO_OK","P3_ENRICH_LATER"
"https://jungle.tibaldo.fr/plantes/pilea","HUB_GENRE_OR_GROUP","pilea","Pilea","2","/pilea-peperomioides-plante.jpg","https://commons.wikimedia.org/wiki/File:Pilea_peperomioides_Chinese_money_plant.jpg","RIGHTS_VERIFIED","REPRESENTATIVE_SPECIES_NOT_COMPLETE_GROUP","HUB_PHOTO_OK","P3_ENRICH_LATER"
"https://jungle.tibaldo.fr/plantes/peperomia","HUB_GENRE_OR_GROUP","peperomia","Peperomia","0","/peperomia-argyreia-feuillage.jpg","https://commons.wikimedia.org/wiki/File:Watermelon_Peperomia_(Peperomia_argyreia).jpg","RIGHTS_VERIFIED","REPRESENTATIVE_SPECIES_NOT_COMPLETE_GROUP","HUB_PHOTO_OK","P1_EMPTY_HUB"
"https://jungle.tibaldo.fr/plantes/cactus","HUB_GENRE_OR_GROUP","cactus","Cactus","0","/cactus-collection-serre.jpg","https://unsplash.com/photos/a-variety-of-cactus-plants-in-a-greenhouse-Ip9vn5h-aSE","RIGHTS_VERIFIED","FAMILY_LEVEL_CONFIRMED","HUB_PHOTO_OK","P1_EMPTY_HUB"
"https://jungle.tibaldo.fr/plantes/maranta","HUB_GENRE_OR_GROUP","maranta","Maranta","1","HONEST_MEDIA_GAP","","NO_MEDIA","NO_MEDIA","HUB_PHOTO_MISSING","P2_PHOTO_REQUIRED"
"https://jungle.tibaldo.fr/plantes/calathea","HUB_GENRE_OR_GROUP","calathea","Calathea","0","HONEST_MEDIA_GAP","","NO_MEDIA","NO_MEDIA","HUB_PHOTO_MISSING","P1_EMPTY_HUB"
"https://jungle.tibaldo.fr/plantes/aloe","HUB_GENRE_OR_GROUP","aloe","Aloe","1","HONEST_MEDIA_GAP","","NO_MEDIA","NO_MEDIA","HUB_PHOTO_MISSING","P2_PHOTO_REQUIRED"
"https://jungle.tibaldo.fr/plantes/chlorophytum","HUB_GENRE_OR_GROUP","chlorophytum","Chlorophytum","1","HONEST_MEDIA_GAP","","NO_MEDIA","NO_MEDIA","HUB_PHOTO_MISSING","P2_PHOTO_REQUIRED"
"https://jungle.tibaldo.fr/plantes/yucca","HUB_GENRE_OR_GROUP","yucca","Yucca","1","HONEST_MEDIA_GAP","","NO_MEDIA","NO_MEDIA","HUB_PHOTO_MISSING","P2_PHOTO_REQUIRED"
"https://jungle.tibaldo.fr/plantes/cycas","HUB_GENRE_OR_GROUP","cycas","Cycas","1","/media/images/cycas-revoluta/cycas-revoluta-terrasse-tibaldo.webp","","RIGHTS_CONTROLLED_NOT_FULLY_PROVEN","REPRESENTATIVE_SPECIES_NOT_COMPLETE_GROUP","HUB_PHOTO_OK","P3_ENRICH_LATER"
"https://jungle.tibaldo.fr/plantes/dicksonia","HUB_GENRE_OR_GROUP","dicksonia","Dicksonia","1","HONEST_MEDIA_GAP","","NO_MEDIA","NO_MEDIA","HUB_PHOTO_MISSING","P2_PHOTO_REQUIRED"
"https://jungle.tibaldo.fr/plantes/plumeria","HUB_GENRE_OR_GROUP","plumeria","Plumeria","1","HONEST_MEDIA_GAP","","NO_MEDIA","NO_MEDIA","HUB_PHOTO_MISSING","P2_PHOTO_REQUIRED"
"https://jungle.tibaldo.fr/plantes/equisetum","HUB_GENRE_OR_GROUP","equisetum","Prêle japonaise","1","HONEST_MEDIA_GAP","","NO_MEDIA","NO_MEDIA","HUB_PHOTO_MISSING","P2_PHOTO_REQUIRED"
"https://jungle.tibaldo.fr/plantes/ficus","HUB_GENRE_OR_GROUP","ficus","Ficus","1","/media/final-media-v35/ficus-elastica-port.webp","https://commons.wikimedia.org/wiki/File:Ficus_elastica_(rubber_plant).jpg","RIGHTS_VERIFIED","REPRESENTATIVE_SPECIES_NOT_COMPLETE_GROUP","HUB_PHOTO_OK","P3_ENRICH_LATER"
"https://jungle.tibaldo.fr/plantes/syngonium","HUB_GENRE_OR_GROUP","syngonium","Syngonium","1","/media/final-media-v35/syngonium-podophyllum-feuillage.webp","https://commons.wikimedia.org/wiki/File:Syngonium_podophyllum_10zz.jpg","RIGHTS_VERIFIED","REPRESENTATIVE_SPECIES_NOT_COMPLETE_GROUP","HUB_PHOTO_OK","P3_ENRICH_LATER"
"https://jungle.tibaldo.fr/plantes/hoya","HUB_GENRE_OR_GROUP","hoya","Hoya","1","/media/final-media-v35/hoya-carnosa-port.webp","https://commons.wikimedia.org/wiki/File:Hoya_carnosa_-_Begonia_House_-_Wellington_Botanic_Garden_-_Wellington,_NZ_-_DSC09338.jpg","RIGHTS_VERIFIED","REPRESENTATIVE_SPECIES_NOT_COMPLETE_GROUP","HUB_PHOTO_OK","P3_ENRICH_LATER"
"https://jungle.tibaldo.fr/plantes/sansevieria","HUB_GENRE_OR_GROUP","sansevieria","Sansevieria","1","/media/final-media-v35/dracaena-trifasciata-port.webp","https://commons.wikimedia.org/wiki/File:Dracaena_Trifasciata_Plant.jpg","RIGHTS_VERIFIED","REPRESENTATIVE_SPECIES_NOT_COMPLETE_GROUP","HUB_PHOTO_OK","P3_ENRICH_LATER"
"https://jungle.tibaldo.fr/plantes/fougeres","HUB_GENRE_OR_GROUP","fougeres","Fougères","0","HONEST_MEDIA_GAP","","NO_MEDIA","NO_MEDIA","HUB_PHOTO_MISSING","P1_EMPTY_HUB"
