"URL","TYPE_PAGE","FAMILLE","GENRE","ESPECE","CULTIVAR","PHOTO_HERO","PHOTO_CARTE","PHOTO_FEUILLE","PHOTO_HUB","PHOTO_SOURCE","PHOTO_RIGHTS_STATUS","PLACEHOLDER","PHOTO_SUSPECTE","MEDIA_CLASSIFICATION","MEDIA_STATUS","CONTENT_COMPLETE","LIENS_INTERNES","PRIORITE"
"https://jungle.tibaldo.fr/plantes/monstera/mint","SPECIES_OR_CULTIVAR","Araceae","Monstera","Monstera deliciosa","Mint","HONEST_MEDIA_GAP","HONEST_MEDIA_GAP","HONEST_MEDIA_GAP","/media/final-media-v35/monstera-deliciosa-jonathan-borba-pexels.webp","","NO_RENDERED_MEDIA","YES_HONEST_MEDIA_GAP","NO","PHOTO_PLACEHOLDER","GAP","REVIEW_REQUIRED","72","P1_MAJOR_GENUS_PHOTO"
"https://jungle.tibaldo.fr/plantes/monstera/adansonii","SPECIES_OR_CULTIVAR","Araceae","Monstera","Monstera adansonii","","HONEST_MEDIA_GAP","HONEST_MEDIA_GAP","HONEST_MEDIA_GAP","/media/final-media-v35/monstera-deliciosa-jonathan-borba-pexels.webp","","NO_RENDERED_MEDIA","YES_HONEST_MEDIA_GAP","NO","PHOTO_PLACEHOLDER","GAP","REVIEW_REQUIRED","72","P1_MAJOR_GENUS_PHOTO"
"https://jungle.tibaldo.fr/plantes/philodendron/royal-queen","SPECIES_OR_CULTIVAR","Araceae","Philodendron","Hybride horticole","Royal Queen","HONEST_MEDIA_GAP","HONEST_MEDIA_GAP","HONEST_MEDIA_GAP","/philodendron-billietiae-feuilles-ondulees.jpg","","NO_RENDERED_MEDIA","YES_HONEST_MEDIA_GAP","NO","PHOTO_PLACEHOLDER","GAP","REVIEW_REQUIRED","72","P1_MAJOR_GENUS_PHOTO"
"https://jungle.tibaldo.fr/plantes/anthurium/delta-force","SPECIES_OR_CULTIVAR","Araceae","Anthurium","Hybride horticole","Delta Force","HONEST_MEDIA_GAP","HONEST_MEDIA_GAP","HONEST_MEDIA_GAP","/media/anthurium-veitchii-king.jpg","","NO_RENDERED_MEDIA","YES_HONEST_MEDIA_GAP","NO","PHOTO_PLACEHOLDER","GAP","REVIEW_REQUIRED","73","P1_MAJOR_GENUS_PHOTO"
"https://jungle.tibaldo.fr/plantes/philodendron/melanochrysum","SPECIES_OR_CULTIVAR","Araceae","Philodendron","Philodendron melanochrysum","","/philodendron-melanochrysum-real.jpg","/philodendron-melanochrysum-real.jpg","HONEST_MEDIA_GAP","/philodendron-billietiae-feuilles-ondulees.jpg","https://commons.wikimedia.org/wiki/File:PhilodendronMelanochrysum.jpg","RIGHTS_VERIFIED","NO","NO","PHOTO_OK","PARTIAL","REVIEW_REQUIRED","73","P2_ENRICH"
"https://jungle.tibaldo.fr/plantes/philodendron/brasil","SPECIES_OR_CULTIVAR","Araceae","Philodendron","Philodendron hederaceum","Brasil","HONEST_MEDIA_GAP","HONEST_MEDIA_GAP","HONEST_MEDIA_GAP","/philodendron-billietiae-feuilles-ondulees.jpg","","NO_RENDERED_MEDIA","YES_HONEST_MEDIA_GAP","NO","PHOTO_PLACEHOLDER","GAP","REVIEW_REQUIRED","72","P1_MAJOR_GENUS_PHOTO"
"https://jungle.tibaldo.fr/plantes/anthurium/regale","SPECIES_OR_CULTIVAR","Araceae","Anthurium","Anthurium regale","","HONEST_MEDIA_GAP","HONEST_MEDIA_GAP","HONEST_MEDIA_GAP","/media/anthurium-veitchii-king.jpg","","NO_RENDERED_MEDIA","YES_HONEST_MEDIA_GAP","NO","PHOTO_PLACEHOLDER","GAP","REVIEW_REQUIRED","70","P1_MAJOR_GENUS_PHOTO"
"https://jungle.tibaldo.fr/plantes/anthurium/papillilaminum-dark-phoenix","SPECIES_OR_CULTIVAR","Araceae","Anthurium","Anthurium papillilaminum × ‘Dark Phoenix’","","HONEST_MEDIA_GAP","HONEST_MEDIA_GAP","HONEST_MEDIA_GAP","/media/anthurium-veitchii-king.jpg","","NO_RENDERED_MEDIA","YES_HONEST_MEDIA_GAP","NO","PHOTO_PLACEHOLDER","GAP","REVIEW_REQUIRED","70","P1_MAJOR_GENUS_PHOTO"
"https://jungle.tibaldo.fr/plantes/anthurium/forgetii-dark-form-silver-blush","SPECIES_OR_CULTIVAR","Araceae","Anthurium","Anthurium forgetii dark form × ‘Silver Blush’","","HONEST_MEDIA_GAP","HONEST_MEDIA_GAP","HONEST_MEDIA_GAP","/media/anthurium-veitchii-king.jpg","","NO_RENDERED_MEDIA","YES_HONEST_MEDIA_GAP","NO","PHOTO_PLACEHOLDER","GAP","REVIEW_REQUIRED","70","P1_MAJOR_GENUS_PHOTO"
"https://jungle.tibaldo.fr/plantes/philodendron/gloriosum","SPECIES_OR_CULTIVAR","Araceae","Philodendron","Philodendron gloriosum","","HONEST_MEDIA_GAP","HONEST_MEDIA_GAP","HONEST_MEDIA_GAP","/philodendron-billietiae-feuilles-ondulees.jpg","","NO_RENDERED_MEDIA","YES_HONEST_MEDIA_GAP","NO","PHOTO_PLACEHOLDER","GAP","REVIEW_REQUIRED","70","P1_MAJOR_GENUS_PHOTO"
"https://jungle.tibaldo.fr/plantes/philodendron/grazielae","SPECIES_OR_CULTIVAR","Araceae","Philodendron","Philodendron grazielae","","HONEST_MEDIA_GAP","HONEST_MEDIA_GAP","HONEST_MEDIA_GAP","/philodendron-billietiae-feuilles-ondulees.jpg","","NO_RENDERED_MEDIA","YES_HONEST_MEDIA_GAP","NO","PHOTO_PLACEHOLDER","GAP","REVIEW_REQUIRED","70","P1_MAJOR_GENUS_PHOTO"
"https://jungle.tibaldo.fr/plantes/monstera/burle-marx-flame","SPECIES_OR_CULTIVAR","Araceae","Monstera","sp. (non établi)","Burle Marx’s Flame","HONEST_MEDIA_GAP","HONEST_MEDIA_GAP","HONEST_MEDIA_GAP","/media/final-media-v35/monstera-deliciosa-jonathan-borba-pexels.webp","","NO_RENDERED_MEDIA","YES_HONEST_MEDIA_GAP","NO","PHOTO_PLACEHOLDER","GAP","REVIEW_REQUIRED","70","P1_MAJOR_GENUS_PHOTO"
"https://jungle.tibaldo.fr/plantes/monstera/esqueleto","SPECIES_OR_CULTIVAR","Araceae","Monstera","sp. (non établi)","Esqueleto","HONEST_MEDIA_GAP","HONEST_MEDIA_GAP","HONEST_MEDIA_GAP","/media/final-media-v35/monstera-deliciosa-jonathan-borba-pexels.webp","","NO_RENDERED_MEDIA","YES_HONEST_MEDIA_GAP","PHOTO_DOUBTFUL","PHOTO_DOUBTFUL","GAP","YES","71","P0_OWNER_REVIEW"
"https://jungle.tibaldo.fr/plantes/pilea/cadierei","SPECIES_OR_CULTIVAR","Urticaceae","Pilea","Pilea cadierei","","HONEST_MEDIA_GAP","HONEST_MEDIA_GAP","HONEST_MEDIA_GAP","/pilea-peperomioides-plante.jpg","","NO_RENDERED_MEDIA","YES_HONEST_MEDIA_GAP","NO","PHOTO_PLACEHOLDER","GAP","REVIEW_REQUIRED","70","P2_PHOTO"
"https://jungle.tibaldo.fr/plantes/colocasia/esculenta-eddo","SPECIES_OR_CULTIVAR","Araceae","Colocasia","Colocasia esculenta","","/colocasia-esculenta-feuille.jpg","/colocasia-esculenta-feuille.jpg","HONEST_MEDIA_GAP","/colocasia-esculenta-feuille.jpg","https://commons.wikimedia.org/wiki/File:Starr-090519-8057-Colocasia_esculenta-leaves-Native_Nursery_Kula-Maui_(24325097844).jpg","RIGHTS_VERIFIED","NO","NO","PHOTO_OK","PARTIAL","YES","71","P2_ENRICH"
"https://jungle.tibaldo.fr/plantes/yucca/rostrata","SPECIES_OR_CULTIVAR","Asparagaceae","Yucca","Yucca rostrata","","HONEST_MEDIA_GAP","HONEST_MEDIA_GAP","HONEST_MEDIA_GAP","HONEST_MEDIA_GAP","","NO_RENDERED_MEDIA","YES_HONEST_MEDIA_GAP","NO","PHOTO_PLACEHOLDER","GAP","REVIEW_REQUIRED","70","P2_PHOTO"
"https://jungle.tibaldo.fr/plantes/aloe/vera","SPECIES_OR_CULTIVAR","Asphodelaceae","Aloe","Aloe vera","","HONEST_MEDIA_GAP","HONEST_MEDIA_GAP","HONEST_MEDIA_GAP","HONEST_MEDIA_GAP","","NO_RENDERED_MEDIA","YES_HONEST_MEDIA_GAP","NO","PHOTO_PLACEHOLDER","GAP","REVIEW_REQUIRED","70","P2_PHOTO"
"https://jungle.tibaldo.fr/plantes/chlorophytum/comosum","SPECIES_OR_CULTIVAR","Asparagaceae","Chlorophytum","Chlorophytum comosum","","HONEST_MEDIA_GAP","HONEST_MEDIA_GAP","HONEST_MEDIA_GAP","HONEST_MEDIA_GAP","","NO_RENDERED_MEDIA","YES_HONEST_MEDIA_GAP","NO","PHOTO_PLACEHOLDER","GAP","REVIEW_REQUIRED","70","P2_PHOTO"
"https://jungle.tibaldo.fr/plantes/plumeria/rubra","SPECIES_OR_CULTIVAR","Apocynaceae","Plumeria","Plumeria rubra","","HONEST_MEDIA_GAP","HONEST_MEDIA_GAP","HONEST_MEDIA_GAP","HONEST_MEDIA_GAP","","NO_RENDERED_MEDIA","YES_HONEST_MEDIA_GAP","NO","PHOTO_PLACEHOLDER","GAP","REVIEW_REQUIRED","70","P2_PHOTO"
"https://jungle.tibaldo.fr/plantes/equisetum/japonicum","SPECIES_OR_CULTIVAR","Equisetaceae","Equisetum","Equisetum hyemale var. japonicum","","HONEST_MEDIA_GAP","HONEST_MEDIA_GAP","HONEST_MEDIA_GAP","HONEST_MEDIA_GAP","","NO_RENDERED_MEDIA","YES_HONEST_MEDIA_GAP","NO","PHOTO_PLACEHOLDER","GAP","REVIEW_REQUIRED","70","P2_PHOTO"
"https://jungle.tibaldo.fr/plantes/monstera/dubia","SPECIES_OR_CULTIVAR","Araceae","Monstera","Monstera dubia","","HONEST_MEDIA_GAP","HONEST_MEDIA_GAP","HONEST_MEDIA_GAP","/media/final-media-v35/monstera-deliciosa-jonathan-borba-pexels.webp","","NO_RENDERED_MEDIA","YES_HONEST_MEDIA_GAP","NO","PHOTO_PLACEHOLDER","GAP","YES","71","P1_MAJOR_GENUS_PHOTO"
"https://jungle.tibaldo.fr/plantes/monstera/siltepecana","SPECIES_OR_CULTIVAR","Araceae","Monstera","Monstera siltepecana","","HONEST_MEDIA_GAP","HONEST_MEDIA_GAP","HONEST_MEDIA_GAP","/media/final-media-v35/monstera-deliciosa-jonathan-borba-pexels.webp","","NO_RENDERED_MEDIA","YES_HONEST_MEDIA_GAP","NO","PHOTO_PLACEHOLDER","GAP","YES","71","P1_MAJOR_GENUS_PHOTO"
"https://jungle.tibaldo.fr/plantes/monstera/obliqua","SPECIES_OR_CULTIVAR","Araceae","Monstera","Monstera obliqua","","HONEST_MEDIA_GAP","HONEST_MEDIA_GAP","HONEST_MEDIA_GAP","/media/final-media-v35/monstera-deliciosa-jonathan-borba-pexels.webp","","NO_RENDERED_MEDIA","YES_HONEST_MEDIA_GAP","NO","PHOTO_PLACEHOLDER","GAP","YES","71","P1_MAJOR_GENUS_PHOTO"
"https://jungle.tibaldo.fr/plantes/monstera/pinnatipartita","SPECIES_OR_CULTIVAR","Araceae","Monstera","Monstera pinnatipartita","","HONEST_MEDIA_GAP","HONEST_MEDIA_GAP","HONEST_MEDIA_GAP","/media/final-media-v35/monstera-deliciosa-jonathan-borba-pexels.webp","","NO_RENDERED_MEDIA","YES_HONEST_MEDIA_GAP","NO","PHOTO_PLACEHOLDER","GAP","YES","71","P1_MAJOR_GENUS_PHOTO"
"https://jungle.tibaldo.fr/plantes/monstera/standleyana","SPECIES_OR_CULTIVAR","Araceae","Monstera","Monstera standleyana","","HONEST_MEDIA_GAP","HONEST_MEDIA_GAP","HONEST_MEDIA_GAP","/media/final-media-v35/monstera-deliciosa-jonathan-borba-pexels.webp","","NO_RENDERED_MEDIA","YES_HONEST_MEDIA_GAP","NO","PHOTO_PLACEHOLDER","GAP","YES","71","P1_MAJOR_GENUS_PHOTO"
"https://jungle.tibaldo.fr/plantes/anthurium/crystallinum","SPECIES_OR_CULTIVAR","Araceae","Anthurium","Anthurium crystallinum","","/media/anthurium-crystallinum-feuille.jpg","/media/anthurium-crystallinum-feuille.jpg","HONEST_MEDIA_GAP","/media/anthurium-veitchii-king.jpg","https://commons.wikimedia.org/wiki/File:Anthurium_crystallinum_6zz.jpg","RIGHTS_VERIFIED","NO","NO","PHOTO_OK","PARTIAL","YES","72","P2_ENRICH"
"https://jungle.tibaldo.fr/plantes/anthurium/magnificum","SPECIES_OR_CULTIVAR","Araceae","Anthurium","Anthurium magnificum","","HONEST_MEDIA_GAP","HONEST_MEDIA_GAP","HONEST_MEDIA_GAP","/media/anthurium-veitchii-king.jpg","","NO_RENDERED_MEDIA","YES_HONEST_MEDIA_GAP","NO","PHOTO_PLACEHOLDER","GAP","YES","71","P1_MAJOR_GENUS_PHOTO"
"https://jungle.tibaldo.fr/plantes/anthurium/forgetii","SPECIES_OR_CULTIVAR","Araceae","Anthurium","Anthurium forgetii","","HONEST_MEDIA_GAP","HONEST_MEDIA_GAP","HONEST_MEDIA_GAP","/media/anthurium-veitchii-king.jpg","","NO_RENDERED_MEDIA","YES_HONEST_MEDIA_GAP","NO","PHOTO_PLACEHOLDER","GAP","YES","71","P1_MAJOR_GENUS_PHOTO"
"https://jungle.tibaldo.fr/plantes/anthurium/papillilaminum","SPECIES_OR_CULTIVAR","Araceae","Anthurium","Anthurium papillilaminum","","HONEST_MEDIA_GAP","HONEST_MEDIA_GAP","HONEST_MEDIA_GAP","/media/anthurium-veitchii-king.jpg","","NO_RENDERED_MEDIA","YES_HONEST_MEDIA_GAP","NO","PHOTO_PLACEHOLDER","GAP","YES","71","P1_MAJOR_GENUS_PHOTO"
"https://jungle.tibaldo.fr/plantes/alocasia/cuprea","SPECIES_OR_CULTIVAR","Araceae","Alocasia","Alocasia cuprea","","/media/alocasia-cuprea-feuillage.jpg","/media/alocasia-cuprea-feuillage.jpg","HONEST_MEDIA_GAP","/media/alocasia-cuprea-feuillage.jpg","https://commons.wikimedia.org/wiki/File:Alocasia_cuprea_(portrait_orientation).jpg","RIGHTS_VERIFIED","NO","NO","PHOTO_OK","PARTIAL","YES","72","P2_ENRICH"
"https://jungle.tibaldo.fr/plantes/alocasia/zebrina","SPECIES_OR_CULTIVAR","Araceae","Alocasia","Alocasia zebrina","","HONEST_MEDIA_GAP","HONEST_MEDIA_GAP","HONEST_MEDIA_GAP","/media/alocasia-cuprea-feuillage.jpg","","NO_RENDERED_MEDIA","YES_HONEST_MEDIA_GAP","NO","PHOTO_PLACEHOLDER","GAP","YES","71","P1_MAJOR_GENUS_PHOTO"
"https://jungle.tibaldo.fr/plantes/alocasia/reginula","SPECIES_OR_CULTIVAR","Araceae","Alocasia","Alocasia reginula","","HONEST_MEDIA_GAP","HONEST_MEDIA_GAP","HONEST_MEDIA_GAP","/media/alocasia-cuprea-feuillage.jpg","","NO_RENDERED_MEDIA","YES_HONEST_MEDIA_GAP","NO","PHOTO_PLACEHOLDER","GAP","YES","71","P1_MAJOR_GENUS_PHOTO"
"https://jungle.tibaldo.fr/plantes/alocasia/micholitziana","SPECIES_OR_CULTIVAR","Araceae","Alocasia","Alocasia micholitziana","","HONEST_MEDIA_GAP","HONEST_MEDIA_GAP","HONEST_MEDIA_GAP","/media/alocasia-cuprea-feuillage.jpg","","NO_RENDERED_MEDIA","YES_HONEST_MEDIA_GAP","NO","PHOTO_PLACEHOLDER","GAP","YES","71","P1_MAJOR_GENUS_PHOTO"
"https://jungle.tibaldo.fr/plantes/alocasia/baginda","SPECIES_OR_CULTIVAR","Araceae","Alocasia","Alocasia baginda","","HONEST_MEDIA_GAP","HONEST_MEDIA_GAP","HONEST_MEDIA_GAP","/media/alocasia-cuprea-feuillage.jpg","","NO_RENDERED_MEDIA","YES_HONEST_MEDIA_GAP","NO","PHOTO_PLACEHOLDER","GAP","YES","71","P1_MAJOR_GENUS_PHOTO"
"https://jungle.tibaldo.fr/plantes/alocasia/sinuata","SPECIES_OR_CULTIVAR","Araceae","Alocasia","Alocasia sinuata","","HONEST_MEDIA_GAP","HONEST_MEDIA_GAP","HONEST_MEDIA_GAP","/media/alocasia-cuprea-feuillage.jpg","","NO_RENDERED_MEDIA","YES_HONEST_MEDIA_GAP","NO","PHOTO_PLACEHOLDER","GAP","YES","71","P1_MAJOR_GENUS_PHOTO"
"https://jungle.tibaldo.fr/plantes/alocasia/longiloba","SPECIES_OR_CULTIVAR","Araceae","Alocasia","Alocasia longiloba","","HONEST_MEDIA_GAP","HONEST_MEDIA_GAP","HONEST_MEDIA_GAP","/media/alocasia-cuprea-feuillage.jpg","","NO_RENDERED_MEDIA","YES_HONEST_MEDIA_GAP","NO","PHOTO_PLACEHOLDER","GAP","YES","71","P1_MAJOR_GENUS_PHOTO"
"https://jungle.tibaldo.fr/plantes/alocasia/macrorrhizos","SPECIES_OR_CULTIVAR","Araceae","Alocasia","Alocasia macrorrhizos","","HONEST_MEDIA_GAP","HONEST_MEDIA_GAP","HONEST_MEDIA_GAP","/media/alocasia-cuprea-feuillage.jpg","","NO_RENDERED_MEDIA","YES_HONEST_MEDIA_GAP","NO","PHOTO_PLACEHOLDER","GAP","YES","71","P1_MAJOR_GENUS_PHOTO"
"https://jungle.tibaldo.fr/plantes/alocasia/odora","SPECIES_OR_CULTIVAR","Araceae","Alocasia","Alocasia odora","","HONEST_MEDIA_GAP","HONEST_MEDIA_GAP","HONEST_MEDIA_GAP","/media/alocasia-cuprea-feuillage.jpg","","NO_RENDERED_MEDIA","YES_HONEST_MEDIA_GAP","NO","PHOTO_PLACEHOLDER","GAP","YES","71","P1_MAJOR_GENUS_PHOTO"
"https://jungle.tibaldo.fr/plantes/maranta/lemon-lime","SPECIES_OR_CULTIVAR","Marantaceae","Maranta","Maranta leuconeura","Lemon Lime","HONEST_MEDIA_GAP","HONEST_MEDIA_GAP","HONEST_MEDIA_GAP","HONEST_MEDIA_GAP","","NO_RENDERED_MEDIA","YES_HONEST_MEDIA_GAP","PHOTO_WRONG","PHOTO_WRONG","GAP","YES","74","P0_OWNER_REVIEW"
"https://jungle.tibaldo.fr/plantes/anthurium/clarinervium","SPECIES_OR_CULTIVAR","Araceae","Anthurium","Anthurium clarinervium","","HONEST_MEDIA_GAP","HONEST_MEDIA_GAP","HONEST_MEDIA_GAP","/media/anthurium-veitchii-king.jpg","","NO_RENDERED_MEDIA","YES_HONEST_MEDIA_GAP","NO","PHOTO_PLACEHOLDER","GAP","YES","73","P1_MAJOR_GENUS_PHOTO"
"https://jungle.tibaldo.fr/plantes/anthurium/warocqueanum","SPECIES_OR_CULTIVAR","Araceae","Anthurium","Anthurium warocqueanum","","HONEST_MEDIA_GAP","HONEST_MEDIA_GAP","HONEST_MEDIA_GAP","/media/anthurium-veitchii-king.jpg","","NO_RENDERED_MEDIA","YES_HONEST_MEDIA_GAP","NO","PHOTO_PLACEHOLDER","GAP","YES","73","P1_MAJOR_GENUS_PHOTO"
"https://jungle.tibaldo.fr/plantes/musa/basjoo","SPECIES_OR_CULTIVAR","Musaceae","Musa","Musa basjoo","","HONEST_MEDIA_GAP","HONEST_MEDIA_GAP","HONEST_MEDIA_GAP","HONEST_MEDIA_GAP","","NO_RENDERED_MEDIA","YES_HONEST_MEDIA_GAP","NO","PHOTO_PLACEHOLDER","GAP","YES","72","P2_PHOTO"
"https://jungle.tibaldo.fr/plantes/musa/sikkimensis-red-tiger","SPECIES_OR_CULTIVAR","Musaceae","Musa","Musa sikkimensis","Red Tiger","HONEST_MEDIA_GAP","HONEST_MEDIA_GAP","HONEST_MEDIA_GAP","HONEST_MEDIA_GAP","","NO_RENDERED_MEDIA","YES_HONEST_MEDIA_GAP","NO","PHOTO_PLACEHOLDER","GAP","YES","72","P2_PHOTO"
"https://jungle.tibaldo.fr/plantes/musa/florida-variegata","SPECIES_OR_CULTIVAR","Musaceae","Musa","Non déterminée","Florida Variegata","HONEST_MEDIA_GAP","HONEST_MEDIA_GAP","HONEST_MEDIA_GAP","HONEST_MEDIA_GAP","","NO_RENDERED_MEDIA","YES_HONEST_MEDIA_GAP","NO","PHOTO_PLACEHOLDER","GAP","YES","72","P2_PHOTO"
"https://jungle.tibaldo.fr/plantes/ensete/ventricosum-maurelii","SPECIES_OR_CULTIVAR","Musaceae","Ensete","Ensete ventricosum","Maurelii","HONEST_MEDIA_GAP","HONEST_MEDIA_GAP","HONEST_MEDIA_GAP","HONEST_MEDIA_GAP","","NO_RENDERED_MEDIA","YES_HONEST_MEDIA_GAP","NO","PHOTO_PLACEHOLDER","GAP","YES","72","P2_PHOTO"
"https://jungle.tibaldo.fr/plantes/cycas/revoluta","SPECIES_OR_CULTIVAR","Cycadaceae","Cycas","Cycas revoluta","","/media/images/cycas-revoluta/cycas-revoluta-terrasse-tibaldo.webp","/media/images/cycas-revoluta/cycas-revoluta-terrasse-tibaldo.webp","/media/images/cycas-revoluta/cycas-revoluta-port-couronne.webp","/media/images/cycas-revoluta/cycas-revoluta-terrasse-tibaldo.webp","UNPROVEN | UNPROVEN | UNPROVEN | UNPROVEN","RIGHTS_INCOMPLETE","NO","NO","PHOTO_OK","COMPLETE","YES","74","P3_COMPLETE"
"https://jungle.tibaldo.fr/plantes/dicksonia/antarctica","SPECIES_OR_CULTIVAR","Dicksoniaceae","Dicksonia","antarctica","","HONEST_MEDIA_GAP","HONEST_MEDIA_GAP","HONEST_MEDIA_GAP","HONEST_MEDIA_GAP","","NO_RENDERED_MEDIA","YES_HONEST_MEDIA_GAP","NO","PHOTO_PLACEHOLDER","GAP","YES","73","P2_PHOTO"
"https://jungle.tibaldo.fr/plantes/agave/americana-variegata","SPECIES_OR_CULTIVAR","Asparagaceae","Agave","americana","Variegata","HONEST_MEDIA_GAP","HONEST_MEDIA_GAP","HONEST_MEDIA_GAP","HONEST_MEDIA_GAP","","NO_RENDERED_MEDIA","YES_HONEST_MEDIA_GAP","NO","PHOTO_PLACEHOLDER","GAP","YES","72","P2_PHOTO"
"https://jungle.tibaldo.fr/plantes/fatsia/japonica-spiders-web","SPECIES_OR_CULTIVAR","Araliaceae","Fatsia","japonica","Spider’s Web","HONEST_MEDIA_GAP","HONEST_MEDIA_GAP","HONEST_MEDIA_GAP","HONEST_MEDIA_GAP","","NO_RENDERED_MEDIA","YES_HONEST_MEDIA_GAP","NO","PHOTO_PLACEHOLDER","GAP","YES","72","P2_PHOTO"
